from_code,from_label,to_code,to_label,count,avg_time_in_source_years,median_time_in_source_years,pct_university,transition_probability,from_isco,to_isco,mobility_direction
3114.1.4,instrumentation engineering technician,8211.3,mechatronics assembler,7,,,,0.0355,3,8,downward
9333.4,mover,6122.1,poultry breeder,7,,,,0.0001,9,6,upward
2431.3,advertising specialist,2310.1.5,assistant lecturer,7,,,,0.0101,2,2,lateral
9313.1,building construction worker,1212.2,human resources manager,7,,,,0.0002,9,1,upward
2643.6,translator,3341.4,contact centre supervisor,7,,,,0.0269,2,3,downward
3315.8,real estate surveyor,3334.2,property acquisitions manager,7,,,,0.0921,3,3,lateral
5223.7.2,audio and video equipment specialised seller,7422.7,telecommunications technician,7,,,,0.021,5,7,downward
4311.2,sales support assistant,5223.7.2,audio and video equipment specialised seller,7,,,,0.0017,4,5,downward
2412.2,corporate banking adviser,1420.3,sales account manager,7,,,,0.0226,2,1,upward
7125.1,plate glass installer,9334.1,shelf filler,7,,,,0.0122,7,9,downward
7512.5,pastry maker,9412.1,kitchen assistant,7,,,,0.0213,7,9,downward
7121.1,roofer,8142.3,compression moulding machine operator,7,,,,0.0077,7,8,downward
7422.7,telecommunications technician,3343.4,management assistant,7,,,,0.0103,7,3,upward
2431.10.2,ebusiness manager,3323.2,purchaser,7,,,,0.0071,2,3,downward
5223.7.18,flower and garden specialised seller,5120.1,cook,7,,,,0.008,5,5,lateral
2422.12.4,education policy officer,2341.1,primary school teacher,7,,,,0.0095,2,2,lateral
5244.1,call centre agent,3412.4.4,disability support worker,7,,,,0.0005,5,3,upward
5244.1,call centre agent,2619.7,legal consultant,7,,,,0.0005,5,2,upward
9329.2,wood caulker,1120.3,chief executive officer,7,,,,0.0004,9,1,upward
9215.1,forest worker,8342.6,road construction worker,7,,,,0.0099,9,8,upward
1120.3,chief executive officer,1330.8,ict vendor relationship manager,7,,,,0.0013,1,1,lateral
2433.6,technical sales representative,2634.2.4,psychotherapist,7,,,,0.0013,2,2,lateral
5321.1,healthcare assistant,7233.7,industrial machinery mechanic,7,,,,0.0008,5,7,downward
2149.2.4,design engineer,2149.2,application engineer,7,,,,0.0121,2,2,lateral
3334.1,housing manager,3343.4,management assistant,7,,,,0.0298,3,3,lateral
2166.7,digital media designer,3431.1,photographer,7,,,,0.0204,2,3,downward
3323.2,purchaser,5223.7.35,textile specialised seller,7,,,,0.0054,3,5,downward
5321.1,healthcare assistant,8160.24,dairy processing operator,7,,,,0.0008,5,8,downward
0210.2,sergeant,7231.10,vehicle technician,7,,,,0.0452,2,7,downward
5120.1,cook,8157.1,laundry worker,7,,,,0.0013,5,8,downward
3113.1.2,electromechanical engineering technician,7231.8,vehicle maintenance attendant,7,,,,0.0236,3,7,downward
1219.4,department manager,2411.1.7,financial auditor,7,,,,0.002,1,2,downward
5414.1,security guard,8341.2,land-based machinery operator,7,,,,0.0008,5,8,downward
3256.1,doctors' surgery assistant,9329.2,wood caulker,7,,,,0.0042,3,9,downward
7543.2,automotive test driver,8322.7,taxi driver,7,,,,0.0473,7,8,downward
2411.1.7,financial auditor,4211.1,bank teller,7,,,,0.0603,2,4,downward
6113.6,tree surgeon,6113.2,horticulture production manager,7,,,,0.0157,6,6,lateral
2411.1,accountant,4312.7,tax clerk,7,,,,0.0046,2,4,downward
9313.1,building construction worker,3119.16,quality engineering technician,7,,,,0.0002,9,3,upward
7533.5,sewing machinist,9312.1,civil engineering worker,7,,,,0.0033,7,9,downward
5223.4,sales assistant,3339.7,talent agent,7,,,,0.0002,5,3,upward
2431.10.2,ebusiness manager,3431.1,photographer,7,,,,0.0071,2,3,downward
1439.5,laundry and dry cleaning manager,9329.1,factory hand,7,,,,0.0094,1,9,downward
3313.2,bookkeeper,1346.1,bank manager,7,,,,0.0016,3,1,upward
1219.6,project manager,2141.4.2.1,automation engineer,7,,,,0.001,1,2,downward
4416.1,human resources assistant,2431.3,advertising specialist,7,,,,0.0026,4,2,upward
2513.4,web content manager,1222.1.2,public relations manager,7,,,,0.01,2,1,upward
3435.7.1,costume attendant,5223.4,sales assistant,7,,,,0.0385,3,5,downward
1439.1,call centre manager,2431.12,membership manager,7,,,,0.0175,1,2,downward
9122.1,vehicle cleaner,3343.4,management assistant,7,,,,0.002,9,3,upward
2412.6,investment adviser,1120.3,chief executive officer,7,,,,0.0264,2,1,upward
1321.2,manufacturing manager,3119.16,quality engineering technician,7,,,,0.0385,1,3,downward
3423.2,fitness instructor,2355.3,dance teacher,7,,,,0.0067,3,2,upward
1411.1,accommodation manager,9334.1,shelf filler,7,,,,0.0113,1,9,downward
5113.1,tourist guide,9412.1,kitchen assistant,7,,,,0.0163,5,9,downward
9112.2,building cleaner,6121.4,pig breeder,7,,,,0.0007,9,6,upward
5230.3,ticket issuing clerk,5222.1.1,checkout supervisor,7,,,,0.0132,5,5,lateral
2341.1,primary school teacher,3313.2,bookkeeper,7,,,,0.0074,2,3,downward
2341.1.1,steiner school teacher,2341.1,primary school teacher,7,,,,0.0729,2,2,lateral
5223.4,sales assistant,2653.2,dancer,7,,,,0.0002,5,2,upward
3332.2,event manager,9313.1,building construction worker,7,,,,0.0057,3,9,downward
7511.1,butcher,3322.1,commercial sales representative,7,,,,0.0124,7,3,upward
7221.1,blacksmith,7223.4.5,metal sawing machine operator,7,,,,0.0254,7,7,lateral
3332.2,event manager,2432.5,online community manager,7,,,,0.0057,3,2,upward
8322.6,private chauffeur,5246.1,food service worker,7,,,,0.0021,8,5,upward
7126.4,heating technician,9412.2,kitchen porter,7,,,,0.0068,7,9,downward
2654.3,producer,3343.4,management assistant,7,,,,0.0236,2,3,downward
2432.9.1,spokesperson,1219.6,project manager,7,,,,0.0321,2,1,upward
9112.2,building cleaner,7131.1,construction painter,7,,,,0.0007,9,7,upward
9333.4,mover,1411.1,accommodation manager,7,,,,0.0001,9,1,upward
4412.2,postman/postwoman,4412.1,mail clerk,7,,,,0.0005,4,4,lateral
3321.1,insurance broker,1120.3,chief executive officer,7,,,,0.0213,3,1,upward
5223.7.23,meat and meat products specialised seller,5244.1,call centre agent,7,,,,0.0066,5,5,lateral
7112.1,bricklayer,3112.1,civil engineering technician,7,,,,0.0018,7,3,upward
9333.4,mover,2141.4,industrial engineer,7,,,,0.0001,9,2,upward
9312.1,civil engineering worker,3343.4,management assistant,7,,,,0.0009,9,3,upward
2310.1,higher education lecturer,4412.2,postman/postwoman,7,,,,0.0028,2,4,downward
5223.7.7,building materials specialised seller,9313.1,building construction worker,7,,,,0.017,5,9,downward
1439.2,camping ground manager,9213.1,crop production worker,7,,,,0.0189,1,9,downward
9212.3,groom,5230.1,cashier,7,,,,0.0051,9,5,upward
7212.3,welder,8121.4,metal drawing machine operator,7,,,,0.0031,7,8,downward
2431.10,marketing consultant,2431.10.2,ebusiness manager,7,,,,0.0278,2,2,lateral
7212.3,welder,7122.4,tile fitter,7,,,,0.0031,7,7,lateral
7115.1,carpenter,9612.1,recycling worker,7,,,,0.0055,7,9,downward
7125.1,plate glass installer,7121.1,roofer,7,,,,0.0122,7,7,lateral
3119.16,quality engineering technician,1324.8,supply chain manager,7,,,,0.0045,3,1,upward
9412.1,kitchen assistant,3343.1,administrative assistant,7,,,,0.0006,9,3,upward
7122.4,tile fitter,7212.3,welder,7,,,,0.0059,7,7,lateral
1323.1,construction manager,4412.2,postman/postwoman,7,,,,0.0043,1,4,downward
1439.4,garage manager,1321.2.1,industrial production manager,7,,,,0.0197,1,1,lateral
7422.4,radio technician,9334.1,shelf filler,7,,,,0.0237,7,9,downward
2433.6,technical sales representative,7231.8,vehicle maintenance attendant,7,,,,0.0013,2,7,downward
5246.1,food service worker,8332.2,cargo vehicle driver,7,,,,0.0068,5,8,downward
9412.2,kitchen porter,9216.2,aquaculture harvesting worker,7,,,,0.0002,9,9,lateral
1420.3,sales account manager,2310.1.5,assistant lecturer,7,,,,0.0015,1,2,downward
3119.8,industrial engineering technician,2149.2.4,design engineer,7,,,,0.0455,3,2,upward
5322.1,home care aide,7123.2,plasterer,7,,,,0.0004,5,7,downward
9313.1,building construction worker,1420.3,sales account manager,7,,,,0.0002,9,1,upward
9333.4,mover,3313.1,accounting assistant,7,,,,0.0001,9,3,upward
7231.8,vehicle maintenance attendant,9311.1,mining assistant,7,,,,0.0006,7,9,downward
9312.1.2,rail layer,9329.1,factory hand,7,,,,0.0241,9,9,lateral
1324.8,supply chain manager,2411.1,accountant,7,,,,0.0215,1,2,downward
3258.2,paramedic in emergency responses,8322.6,private chauffeur,7,,,,0.0194,3,8,downward
1411.1,accommodation manager,4110.1,office clerk,7,,,,0.0113,1,4,downward
5169.1,club host/club hostess,9333.4,mover,7,,,,0.0265,5,9,downward
3312.5,loan officer,3341.4,contact centre supervisor,7,,,,0.0144,3,3,lateral
5223.7,specialised seller,3332.2,event manager,7,,,,0.0018,5,3,upward
2411.1.7,financial auditor,3343.4,management assistant,7,,,,0.0603,2,3,downward
4221.1,ground steward/ground stewardess,5230.1,cashier,7,,,,0.0178,4,5,downward
7231.10,vehicle technician,8211.4,motorcycle assembler,7,,,,0.0105,7,8,downward
2146.6,mine development engineer,8342.1,bulldozer operator,7,,,,0.5,2,8,downward
8212.3.5,printed circuit board assembler,3341.7,office manager,7,,,,0.0007,8,3,upward
7211.1,foundry operative,5244.1,call centre agent,7,,,,0.0041,7,5,upward
3333.1,employment agent,2422.12.4,education policy officer,7,,,,0.0045,3,2,upward
9334.1,shelf filler,1431.3,sport facility manager,7,,,,0.0002,9,1,upward
2635.3,social worker,5142.1,aesthetician,7,,,,0.0013,2,5,downward
9312.1,civil engineering worker,5230.1,cashier,7,,,,0.0009,9,5,upward
3322.1,commercial sales representative,2142.1,civil engineer,7,,,,0.0012,3,2,upward
2654.3.2,video and motion picture producer,1219.6,project manager,7,,,,0.0236,2,1,upward
3313.2,bookkeeper,0110.10,lieutenant,7,,,,0.0016,3,1,upward
2221.3,specialist nurse,3341.7,office manager,7,,,,0.0029,2,3,downward
2310.1.5,assistant lecturer,2120.6,statistician,7,,,,0.0022,2,2,lateral
5113.1,tourist guide,4412.2,postman/postwoman,7,,,,0.0163,5,4,upward
5165.1,driving instructor,0110.10,lieutenant,7,,,,0.0387,5,1,upward
2635.3,social worker,2354.1,music teacher,7,,,,0.0013,2,2,lateral
3111.1,chemistry technician,5153.1,building caretaker,7,,,,0.0014,3,5,downward
2310.1.5,assistant lecturer,4416.1,human resources assistant,7,,,,0.0022,2,4,downward
7412.6,household appliances repair technician,9334.1,shelf filler,7,,,,0.0095,7,9,downward
9412.2,kitchen porter,5120.1.4,industrial cook,7,,,,0.0002,9,5,upward
5244.1,call centre agent,5222.1.1,checkout supervisor,7,,,,0.0005,5,5,lateral
1412.1,restaurant manager,9329.1,factory hand,7,,,,0.0066,1,9,downward
3431.1,photographer,9412.2,kitchen porter,7,,,,0.0202,3,9,downward
5223.4,sales assistant,1111.1,city councillor,7,,,,0.0002,5,1,upward
5242.1,promotions demonstrator,9111.1,domestic cleaner,7,,,,0.0112,5,9,downward
2529.1,chief ict security officer,2529.8,cybersecurity risk manager,7,,,,0.0625,2,2,lateral
2654.1.6,stage director,2642.1,journalist,7,,,,0.0761,2,2,lateral
2221.3,specialist nurse,3258.2,paramedic in emergency responses,7,,,,0.0029,2,3,downward
8183.3,cylinder filler,5120.1,cook,7,,,,0.011,8,5,upward
4321.1.4,raw materials warehouse specialist,8322.6,private chauffeur,7,,,,0.0025,4,8,downward
6113.6,tree surgeon,1311.1,forester,7,,,,0.0157,6,1,upward
3435.2,assistant video and motion picture director,3343.2,editorial assistant,7,,,,0.0182,3,3,lateral
4312.7,tax clerk,1120.3,chief executive officer,7,,,,0.0107,4,1,upward
3258.1,emergency ambulance driver,5223.4,sales assistant,7,,,,0.0365,3,5,downward
7233.7,industrial machinery mechanic,3115.1.11,mechatronics engineering technician,7,,,,0.0023,7,3,upward
2411.1,accountant,1212.2,human resources manager,7,,,,0.0046,2,1,upward
3334.3,real estate agent,5230.1,cashier,7,,,,0.0086,3,5,downward
2433.4,sales engineer,2149.2,application engineer,7,,,,0.0109,2,2,lateral
2635.3,social worker,7233.7,industrial machinery mechanic,7,,,,0.0013,2,7,downward
1420.3,sales account manager,4323.6,freight transport dispatcher,7,,,,0.0015,1,4,downward
6113.5,landscape gardener,0110.10,lieutenant,7,,,,0.002,6,1,upward
9334.1,shelf filler,7114.1,concrete finisher,7,,,,0.0002,9,7,upward
9313.1,building construction worker,4132.1,data entry clerk,7,,,,0.0002,9,4,upward
2433.6,technical sales representative,3334.5,real estate manager,7,,,,0.0013,2,3,downward
9333.4,mover,2632.2,archaeologist,7,,,,0.0001,9,2,upward
3343.4,management assistant,2359.14,tutor,7,,,,0.0004,3,2,upward
1212.2,human resources manager,5322.1,home care aide,7,,,,0.0029,1,5,downward
3341.7,office manager,6113.5,landscape gardener,7,,,,0.0018,3,6,downward
9122.1,vehicle cleaner,0110.10,lieutenant,7,,,,0.002,9,1,upward
9621.1,doorman/doorwoman,5142.11,tanning consultant,7,,,,0.0014,9,5,upward
8322.7,taxi driver,2431.12,membership manager,7,,,,0.0013,8,2,upward
8322.7,taxi driver,7119.1,construction scaffolder,7,,,,0.0013,8,7,upward
7132.3,transport equipment painter,7131.1,construction painter,7,,,,0.0149,7,7,lateral
8160.34,food production operator,5312.1,early years teaching assistant,7,,,,0.0004,8,5,upward
7126.4,heating technician,9412.1,kitchen assistant,7,,,,0.0068,7,9,downward
3423.2,fitness instructor,3341.7,office manager,7,,,,0.0067,3,3,lateral
2434.1,ict account manager,2310.1.5,assistant lecturer,7,,,,0.0078,2,2,lateral
9621.2,hotel porter,3423.2,fitness instructor,7,,,,0.0009,9,3,upward
4223.1,telephone switchboard operator,8322.7,taxi driver,7,,,,0.0038,4,8,downward
8343.4,production plant crane operator,9111.1,domestic cleaner,7,,,,0.013,8,9,downward
2621.8,museum scientist,2310.1.5,assistant lecturer,7,,,,0.1,2,2,lateral
3412.5,social work assistant,3343.1,administrative assistant,7,,,,0.0047,3,3,lateral
8157.1,laundry worker,3111.1,chemistry technician,7,,,,0.0064,8,3,upward
8322.7,taxi driver,5419.2,civil enforcement officer,7,,,,0.0013,8,5,upward
9215.1,forest worker,8160.34,food production operator,7,,,,0.0099,9,8,upward
5244.1,call centre agent,4212.5,gaming dealer,7,,,,0.0005,5,4,upward
7233.7,industrial machinery mechanic,7221.1,blacksmith,7,,,,0.0023,7,7,lateral
5153.1.2,house sitter,5412.1,police officer,7,,,,0.0006,5,5,lateral
1219.6,project manager,2153.1,telecommunications engineer,7,,,,0.001,1,2,downward
9333.4,mover,2631.2.1,business economics researcher,7,,,,0.0001,9,2,upward
1213.5,business manager,2431.3,advertising specialist,7,,,,0.0218,1,2,downward
1439.5,laundry and dry cleaning manager,9621.1,doorman/doorwoman,7,,,,0.0094,1,9,downward
2149.6,commissioning engineer,2512.4,software developer,7,,,,0.0137,2,2,lateral
8142.3,compression moulding machine operator,5222.1.1,checkout supervisor,7,,,,0.0005,8,5,upward
9111.1,domestic cleaner,2411.1,accountant,7,,,,0.0001,9,2,upward
5322.1,home care aide,1111.1,city councillor,7,,,,0.0004,5,1,upward
5311.1,child care worker,8142.3,compression moulding machine operator,7,,,,0.0032,5,8,downward
2320.1,vocational teacher,2351.4,special educational needs coordinator,7,,,,0.005,2,2,lateral
9329.1,factory hand,4311.2,sales support assistant,7,,,,0.0004,9,4,upward
2642.1.14,picture editor,3431.1,photographer,7,,,,0.1522,2,3,downward
2432.9,public relations officer,2431.10.2,ebusiness manager,7,,,,0.0345,2,2,lateral
5120.1,cook,5223.7.25,motor vehicles specialised seller,7,,,,0.0013,5,5,lateral
4110.1,office clerk,5223.7.31,shoe and leather accessories specialised seller,7,,,,0.0004,4,5,downward
3343.4,management assistant,2132.1,agricultural scientist,7,,,,0.0004,3,2,upward
3256.1,doctors' surgery assistant,4223.1,telephone switchboard operator,7,,,,0.0042,3,4,downward
3313.2,bookkeeper,2221.3,specialist nurse,7,,,,0.0016,3,2,upward
2310.1,higher education lecturer,5321.1,healthcare assistant,7,,,,0.0028,2,5,downward
4110.1,office clerk,2166.15,web designer,7,,,,0.0004,4,2,upward
9313.1,building construction worker,4211.1,bank teller,7,,,,0.0002,9,4,upward
9629.7,usher,9213.1,crop production worker,7,,,,0.0157,9,9,lateral
2431.12,membership manager,2432.5,online community manager,7,,,,0.0027,2,2,lateral
4321.1,inventory coordinator,5223.2,motor vehicles parts advisor,7,,,,0.0025,4,5,downward
1120.3,chief executive officer,7231.8,vehicle maintenance attendant,7,,,,0.0013,1,7,downward
3423.2,fitness instructor,3422.4,sports instructor,7,,,,0.0067,3,3,lateral
2352.1,special educational needs teacher,5322.1,home care aide,7,,,,0.0215,2,5,downward
1219.7,quality services manager,2141.4,industrial engineer,7,,,,0.0097,1,2,downward
3122.4.4,electrical equipment production supervisor,7412.10,power tool repair technician,7,,,,0.2258,3,7,downward
2511.3,data analyst,2310.1.5,assistant lecturer,7,,,,0.0833,2,2,lateral
3119.16,quality engineering technician,2433.4,sales engineer,7,,,,0.0045,3,2,upward
9629.1,advertising installer,9313.1,building construction worker,7,,,,0.0795,9,9,lateral
7533.5,sewing machinist,5312.1,early years teaching assistant,7,,,,0.0033,7,5,upward
7231.4,refurbishing technician,7231.8,vehicle maintenance attendant,7,,,,0.0753,7,7,lateral
2141.4,industrial engineer,2149.2.8,research engineer,7,,,,0.0283,2,2,lateral
4131.1,typist,4120.1,secretary,7,,,,0.1458,4,4,lateral
2431.12,membership manager,2511.15,ict system developer,7,,,,0.0027,2,2,lateral
8343.4,production plant crane operator,4321.1,inventory coordinator,7,,,,0.013,8,4,upward
5223.7.25,motor vehicles specialised seller,5223.7.2,audio and video equipment specialised seller,7,,,,0.0054,5,5,lateral
2359.13,public speaking coach,2433.6,technical sales representative,7,,,,0.0345,2,2,lateral
2422.1,civil service administrative officer,4120.1,secretary,7,,,,0.0252,2,4,downward
9621.1,doorman/doorwoman,3411.3,court administrative officer,7,,,,0.0014,9,3,upward
3359.6,gaming inspector,9122.1,vehicle cleaner,7,,,,0.0019,3,9,downward
9621.2,hotel porter,3213.1,pharmacy assistant,7,,,,0.0009,9,3,upward
9333.4,mover,6121.4,pig breeder,7,,,,0.0001,9,6,upward
7214.3,structural ironworker,9122.1,vehicle cleaner,7,,,,0.0026,7,9,downward
2320.1,vocational teacher,1323.1,construction manager,7,,,,0.005,2,1,upward
7223.7,fitter and turner,7311.3,optical instrument repairer,7,,,,0.0167,7,7,lateral
8160.34,food production operator,2511.1,computer scientist,7,,,,0.0004,8,2,upward
7132.3,transport equipment painter,9214.1,garden labourer,7,,,,0.0149,7,9,downward
1324.3.1.5,road transport division manager,5223.4,sales assistant,7,,,,0.0292,1,5,downward
4416.1,human resources assistant,3353.2,social security officer,7,,,,0.0026,4,3,upward
3412.4.11,residential home adult care worker,8211.5.3,motor vehicle parts assembler,7,,,,0.0049,3,8,downward
3111.1,chemistry technician,2310.1,higher education lecturer,7,,,,0.0014,3,2,upward
4120.1,secretary,8212.3.5,printed circuit board assembler,7,,,,0.0019,4,8,downward
9333.4,mover,3257.5,occupational health and safety inspector,7,,,,0.0001,9,3,upward
5223.2,motor vehicles parts advisor,7231.10,vehicle technician,7,,,,0.0422,5,7,downward
9329.1,factory hand,7212.3.1,electron beam welder,7,,,,0.0004,9,7,upward
6113.6,tree surgeon,9111.1,domestic cleaner,7,,,,0.0157,6,9,downward
3322.1,commercial sales representative,2431.11,market research analyst,7,,,,0.0012,3,2,upward
7231.4,refurbishing technician,9122.1,vehicle cleaner,7,,,,0.0753,7,9,downward
3251.1,dental chairside assistant,5152.2,domestic housekeeper,7,,,,0.0059,3,5,downward
7121.1,roofer,8212.3.5,printed circuit board assembler,7,,,,0.0077,7,8,downward
8332.2,cargo vehicle driver,3119.16,quality engineering technician,7,,,,0.0008,8,3,upward
3341.4,contact centre supervisor,4221.5,tour operator representative,7,,,,0.0022,3,4,downward
7511.1,butcher,5153.1.2,house sitter,7,,,,0.0124,7,5,upward
3432.1.1,interior planner,4110.1,office clerk,7,,,,0.0269,3,4,downward
5164.1.3,zookeeper,5223.4,sales assistant,7,,,,0.0959,5,5,lateral
5113.1,tourist guide,2310.1,higher education lecturer,7,,,,0.0163,5,2,upward
6113.5,landscape gardener,3343.4,management assistant,7,,,,0.002,6,3,upward
9621.2,hotel porter,4221.8,travel consultant,7,,,,0.0009,9,4,upward
9329.2,wood caulker,8131.2,chemical mixer,7,,,,0.0004,9,8,upward
5223.7,specialised seller,2310.1.5,assistant lecturer,7,,,,0.0018,5,2,upward
9621.2,hotel porter,5242.1,promotions demonstrator,7,,,,0.0009,9,5,upward
7322.1,digital printer,9329.1,factory hand,7,,,,0.0538,7,9,downward
2635.3,social worker,2635.1.3,family planning counsellor,7,,,,0.0013,2,2,lateral
1345.1.8,secondary school head teacher,2320.1,vocational teacher,7,,,,0.0579,1,2,downward
4312.4,insurance clerk,3251.1,dental chairside assistant,7,,,,0.0227,4,3,upward
9329.2,wood caulker,3412.5,social work assistant,7,,,,0.0004,9,3,upward
3422.3.1,football coach,3422.3,sports coach,7,,,,0.0787,3,3,lateral
9111.1,domestic cleaner,7313.1.2,goldsmith,7,,,,0.0001,9,7,upward
9629.7,usher,8212.3.5,printed circuit board assembler,7,,,,0.0157,9,8,upward
9334.1,shelf filler,3258.1,emergency ambulance driver,7,,,,0.0002,9,3,upward
5141.1,hairdresser,5152.2,domestic housekeeper,7,,,,0.0029,5,5,lateral
8160.34,food production operator,9311.1,mining assistant,7,,,,0.0004,8,9,downward
3435.2,assistant video and motion picture director,9333.4,mover,7,,,,0.0182,3,9,downward
2353.1,language school teacher,5244.1,call centre agent,7,,,,0.0101,2,5,downward
4120.1,secretary,1222.1.2,public relations manager,7,,,,0.0019,4,1,upward
5322.1,home care aide,9629.7,usher,7,,,,0.0004,5,9,downward
5223.5,sales processor,3341.7,office manager,7,,,,0.0208,5,3,upward
1219.6,project manager,4132.1,data entry clerk,7,,,,0.001,1,4,downward
1213.5.1,branch manager,2359.13,public speaking coach,7,,,,0.0065,1,2,downward
2431.10.4,online marketer,2432.1,activism officer,7,,,,0.0068,2,2,lateral
2341.1,primary school teacher,2422.12.4,education policy officer,7,,,,0.0074,2,2,lateral
3341.4,contact centre supervisor,2221.3,specialist nurse,7,,,,0.0022,3,2,upward
3251.1,dental chairside assistant,2635.2,social pedagogue,7,,,,0.0059,3,2,upward
9612.1,recycling worker,7125.1,plate glass installer,7,,,,0.0013,9,7,upward
4321.1.4,raw materials warehouse specialist,1120.3,chief executive officer,7,,,,0.0025,4,1,upward
1219.6,project manager,8211.3,mechatronics assembler,7,,,,0.001,1,8,downward
4416.1,human resources assistant,8160.34,food production operator,7,,,,0.0026,4,8,downward
7543.9,product quality controller,9621.1,doorman/doorwoman,7,,,,0.0017,7,9,downward
7411.1.1.2,industrial electrician,7233.7,industrial machinery mechanic,7,,,,0.0235,7,7,lateral
7223.4.5,metal sawing machine operator,3255.1,massage therapist,7,,,,0.0003,7,3,upward
3253.1,community health worker,9412.2,kitchen porter,7,,,,0.0144,3,9,downward
2431.8,customer experience manager,3343.4,management assistant,7,,,,0.0769,2,3,downward
9334.1,shelf filler,2131.4,biologist,7,,,,0.0002,9,2,upward
2351.2,educational researcher,2352.1.3,learning support teacher,7,,,,0.0111,2,2,lateral
2353.1,language school teacher,5113.1,tourist guide,7,,,,0.0101,2,5,downward
2411.1.9,financial fraud examiner,2412.4,financial planner,7,,,,0.0593,2,2,lateral
2656.2,news anchor,2655.1,actor/actress,7,,,,0.3333,2,2,lateral
9329.1,factory hand,7223.4,computer numerical control machine operator,7,,,,0.0004,9,7,upward
2431.8,customer experience manager,2431.10.4,online marketer,7,,,,0.0769,2,2,lateral
8212.3.5,printed circuit board assembler,3251.1,dental chairside assistant,7,,,,0.0007,8,3,upward
5132.1,bartender,2635.2,social pedagogue,7,,,,0.008,5,2,upward
9111.1,domestic cleaner,2412.4,financial planner,7,,,,0.0001,9,2,upward
1420.3,sales account manager,3432.6,visual merchandiser,7,,,,0.0015,1,3,downward
9334.1,shelf filler,5223.7.6,bookshop specialised seller,7,,,,0.0002,9,5,upward
3333.1,employment agent,5230.1,cashier,7,,,,0.0045,3,5,downward
1219.6,project manager,7422.7,telecommunications technician,7,,,,0.001,1,7,downward
1323.1,construction manager,5223.7,specialised seller,7,,,,0.0043,1,5,downward
7231.8,vehicle maintenance attendant,3115.1.6,industrial maintenance supervisor,7,,,,0.0006,7,3,upward
5223.7.18,flower and garden specialised seller,8160.34,food production operator,7,,,,0.008,5,8,downward
2434.1,ict account manager,4412.2,postman/postwoman,7,,,,0.0078,2,4,downward
5321.1,healthcare assistant,2212.1,specialised doctor,7,,,,0.0008,5,2,upward
3122.4.10,metal production supervisor,7223.7,fitter and turner,7,,,,0.0352,3,7,downward
5244.1,call centre agent,4224.2,night auditor,7,,,,0.0005,5,4,upward
3423.2,fitness instructor,3423.2.4,sport therapist,7,,,,0.0067,3,3,lateral
2635.2,social pedagogue,2422.12.4,education policy officer,7,,,,0.0021,2,2,lateral
5321.1,healthcare assistant,4132.1,data entry clerk,7,,,,0.0008,5,4,upward
5230.1,cashier,2431.12,membership manager,7,,,,0.0009,5,2,upward
5419.2,civil enforcement officer,5223.4,sales assistant,7,,,,0.0393,5,5,lateral
1221.3.2.1,sales manager,3332.2,event manager,7,,,,0.0027,1,3,downward
5223.7.27,orthopaedic supplies specialised seller,3213.1,pharmacy assistant,7,,,,0.0419,5,3,upward
2151.1.1,electric power generation engineer,1219.6,project manager,7,,,,0.0452,2,1,upward
3343.1,administrative assistant,8212.3.5,printed circuit board assembler,7,,,,0.004,3,8,downward
4110.1,office clerk,8121.4,metal drawing machine operator,7,,,,0.0004,4,8,downward
9621.1,doorman/doorwoman,1439.1,call centre manager,7,,,,0.0014,9,1,upward
1219.7,quality services manager,2619.12,regulatory affairs manager,7,,,,0.0097,1,2,downward
3343.1,administrative assistant,3341.4,contact centre supervisor,7,,,,0.004,3,3,lateral
2511.4,data scientist,2511.11,artificial intelligence engineer,7,,,,0.0236,2,2,lateral
6113.6,tree surgeon,9215.1,forest worker,7,,,,0.0157,6,9,downward
9111.1,domestic cleaner,2655.1,actor/actress,7,,,,0.0001,9,2,upward
1324.3.2,import export manager,1120.3,chief executive officer,7,,,,0.0455,1,1,lateral
3343.4,management assistant,2411.1.8,financial controller,7,,,,0.0004,3,2,upward
5120.1,cook,7123.2,plasterer,7,,,,0.0013,5,7,downward
9629.2,amusement and recreation attendant,9621.1,doorman/doorwoman,7,,,,0.0094,9,9,lateral
9621.1,doorman/doorwoman,1212.2,human resources manager,7,,,,0.0014,9,1,upward
4311.2,sales support assistant,7522.2,cabinet maker,7,,,,0.0017,4,7,downward
7323.1,bindery operator,9333.4,mover,7,,,,0.0875,7,9,downward
7212.2,solderer,5141.1,hairdresser,7,,,,0.013,7,5,upward
9111.1,domestic cleaner,2611.1,lawyer,7,,,,0.0001,9,2,upward
5132.1,bartender,8332.2,cargo vehicle driver,7,,,,0.008,5,8,downward
9412.1,kitchen assistant,7121.1,roofer,7,,,,0.0006,9,7,upward
8212.3.5,printed circuit board assembler,3341.4,contact centre supervisor,7,,,,0.0007,8,3,upward
9412.1,kitchen assistant,7132.3,transport equipment painter,7,,,,0.0006,9,7,upward
6121.1,cattle breeder,9313.1,building construction worker,7,,,,0.0402,6,9,downward
5223.7.6,bookshop specialised seller,3343.4,management assistant,7,,,,0.0455,5,3,upward
7412.6,household appliances repair technician,2141.8,maintenance and repair engineer,7,,,,0.0095,7,2,upward
9329.2,wood caulker,3423.2,fitness instructor,7,,,,0.0004,9,3,upward
1321.2.3,operations manager,2141.10,process engineer,7,,,,0.009,1,2,downward
